z y Bx By Bz
0.379747 1.18987 0 1 0.83054
0.379747 1.24051 0 1 0.8456
0.379747 1.29114 0 1 0.859425
0.379747 1.34177 0 1 0.872097
0.379747 1.39241 0 1 0.883699
0.379747 1.44304 0 1 0.894308
0.379747 1.49367 0 1 0.903998
0.379747 1.5443 0 1 0.912841
0.379747 1.59494 0 1 0.920903
0.379747 1.64557 0 1 0.928247
0.379747 1.6962 0 1 0.934933
0.379747 1.74684 0 1 0.941014
0.379747 1.79747 0 1 0.946543
0.379747 1.8481 0 1 0.951567
0.379747 1.89873 0 1 0.956129
0.379747 1.94937 0 1 0.96027
0.379747 2 0 1 0.964028
0.43038 -2 0 1 -0.964028
0.43038 -1.94937 0 1 -0.96027
0.43038 -1.89873 0 1 -0.956129
0.43038 -1.8481 0 1 -0.951567
0.43038 -1.79747 0 1 -0.946543
0.43038 -1.74684 0 1 -0.941014
0.43038 -1.6962 0 1 -0.934933
0.43038 -1.64557 0 1 -0.928247
0.43038 -1.59494 0 1 -0.920903
0.43038 -1.5443 0 1 -0.912841
0.43038 -1.49367 0 1 -0.903998
0.43038 -1.44304 0 1 -0.894308
0.43038 -1.39241 0 1 -0.883699
0.43038 -1.34177 0 1 -0.872097
0.43038 -1.29114 0 1 -0.859425
0.43038 -1.24051 0 1 -0.8456
0.43038 -1.18987 0 1 -0.83054
0.43038 -1.13924 0 1 -0.814158
0.43038 -1.08861 0 1 -0.796369
0.43038 -1.03797 0 1 -0.777087
0.43038 -0.987342 0 1 -0.756227
0.43038 -0.936709 0 1 -0.733706
0.43038 -0.886076 0 1 -0.70945
0.43038 -0.835443 0 1 -0.683388
0.43038 -0.78481 0 1 -0.655459
0.43038 -0.734177 0 1 -0.625614
0.43038 -0.683544 0 1 -0.593819
0.43038 -0.632911 0 1 -0.560054
0.43038 -0.582278 0 1 -0.52432
0.43038 -0.531646 0 1 -0.486638
0.43038 -0.481013 0 1 -0.447054
0.43038 -0.43038 0 1 -0.405639
0.43038 -0.379747 0 1 -0.362488
0.43038 -0.329114 0 1 -0.317724
0.43038 -0.278481 0 1 -0.271499
0.43038 -0.227848 0 1 -0.223985
0.43038 -0.177215 0 1 -0.175383
0.43038 -0.126582 0 1 -0.125911
0.43038 -0.0759494 0 1 -0.0758037
0.43038 -0.0253165 0 1 -0.025311
0.43038 0.0253165 0 1 0.025311
0.43038 0.0759494 0 1 0.0758037
0.43038 0.126582 0 1 0.125911
0.43038 0.177215 0 1 0.175383
0.43038 0.227848 0 1 0.223985
0.43038 0.278481 0 1 0.271499
0.43038 0.329114 0 1 0.317724
0.43038 0.379747 0 1 0.362488
0.43038 0.43038 0 1 0.405639
0.43038 0.481013 0 1 0.447054
0.43038 0.531646 0 1 0.486638
0.43038 0.582278 0 1 0.52432
0.43038 0.632911 0 1 0.560054
0.43038 0.683544 0 1 0.593819
0.43038 0.734177 0 1 0.625614
0.43038 0.78481 0 1 0.655459
0.43038 0.835443 0 1 0.683388
0.43038 0.886076 0 1 0.70945
0.43038 0.936709 0 1 0.733706
0.43038 0.987342 0 1 0.756227
0.43038 1.03797 0 1 0.777087
0.43038 1.08861 0 1 0.796369
0.43038 1.13924 0 1 0.814158
0.43038 1.18987 0 1 0.83054
0.43038 1.24051 0 1 0.8456
0.43038 1.29114 0 1 0.859425
0.43038 1.34177 0 1 0.872097
0.43038 1.39241 0 1 0.883699
0.43038 1.44304 0 1 0.894308
0.43038 1.49367 0 1 0.903998
0.43038 1.5443 0 1 0.912841
0.43038 1.59494 0 1 0.920903
0.43038 1.64557 0 1 0.928247
0.43038 1.6962 0 1 0.934933
0.43038 1.74684 0 1 0.941014
0.43038 1.79747 0 1 0.946543
0.43038 1.8481 0 1 0.951567
0.43038 1.89873 0 1 0.956129
0.43038 1.94937 0 1 0.96027
0.43038 2 0 1 0.964028
0.481013 -2 0 1 -0.964028
0.481013 -1.94937 0 1 -0.96027
0.481013 -1.89873 0 1 -0.956129
0.481013 -1.8481 0 1 -0.951567
0.481013 -1.79747 0 1 -0.946543
0.481013 -1.74684 0 1 -0.941014
0.481013 -1.6962 0 1 -0.934933
0.481013 -1.64557 0 1 -0.928247
0.481013 -1.59494 0 1 -0.920903
0.481013 -1.5443 0 1 -0.912841
0.481013 -1.49367 0 1 -0.903998
0.481013 -1.44304 0 1 -0.894308
0.481013 -1.39241 0 1 -0.883699
0.481013 -1.34177 0 1 -0.872097
0.481013 -1.29114 0 1 -0.859425
0.481013 -1.24051 0 1 -0.8456
0.481013 -1.18987 0 1 -0.83054
0.481013 -1.13924 0 1 -0.814158
0.481013 -1.08861 0 1 -0.796369
0.481013 -1.03797 0 1 -0.777087
0.481013 -0.987342 0 1 -0.756227
0.481013 -0.936709 0 1 -0.733706
0.481013 -0.886076 0 1 -0.70945
0.481013 -0.835443 0 1 -0.683388
0.481013 -0.78481 0 1 -0.655459
0.481013 -0.734177 0 1 -0.625614
0.481013 -0.683544 0 1 -0.593819
0.481013 -0.632911 0 1 -0.560054
0.481013 -0.582278 0 1 -0.52432
0.481013 -0.531646 0 1 -0.486638
0.481013 -0.481013 0 1 -0.447054
0.481013 -0.43038 0 1 -0.405639
0.481013 -0.379747 0 1 -0.362488
0.481013 -0.329114 0 1 -0.317724
0.481013 -0.278481 0 1 -0.271499
0.481013 -0.227848 0 1 -0.223985
0.481013 -0.177215 0 1 -0.175383
0.481013 -0.126582 0 1 -0.125911
0.481013 -0.0759494 0 1 -0.0758037
0.481013 -0.0253165 0 1 -0.025311
0.481013 0.0253165 0 1 0.025311
0.481013 0.0759494 0 1 0.0758037
0.481013 0.126582 0 1 0.125911
0.481013 0.177215 0 1 0.175383
0.481013 0.227848 0 1 0.223985
0.481013 0.278481 0 1 0.271499
0.481013 0.329114 0 1 0.317724
0.481013 0.379747 0 1 0.362488
0.481013 0.43038 0 1 0.405639
0.481013 0.481013 0 1 0.447054
0.481013 0.531646 0 1 0.486638
0.481013 0.582278 0 1 0.52432
0.481013 0.632911 0 1 0.560054
0.481013 0.683544 0 1 0.593819
0.481013 0.734177 0 1 0.625614
0.481013 0.78481 0 1 0.655459
0.481013 0.835443 0 1 0.683388
0.481013 0.886076 0 1 0.70945
0.481013 0.936709 0 1 0.733706
0.481013 0.987342 0 1 0.756227
0.481013 1.03797 0 1 0.777087
0.481013 1.08861 0 1 0.796369
0.481013 1.13924 0 1 0.814158
0.481013 1.18987 0 1 0.83054
0.481013 1.24051 0 1 0.8456
0.481013 1.29114 0 1 0.859425
0.481013 1.34177 0 1 0.872097
0.481013 1.39241 0 1 0.883699
0.481013 1.44304 0 1 0.894308
0.481013 1.49367 0 1 0.903998
0.481013 1.5443 0 1 0.912841
0.481013 1.59494 0 1 0.920903
0.481013 1.64557 0 1 0.928247
0.481013 1.6962 0 1 0.934933
0.481013 1.74684 0 1 0.941014
0.481013 1.79747 0 1 0.946543
0.481013 1.8481 0 1 0.951567
0.481013 1.89873 0 1 0.956129
0.481013 1.94937 0 1 0.96027
0.481013 2 0 1 0.964028
0.531646 -2 0 1 -0.964028
0.531646 -1.94937 0 1 -0.96027
0.531646 -1.89873 0 1 -0.956129
0.531646 -1.8481 0 1 -0.951567
0.531646 -1.79747 0 1 -0.946543
0.531646 -1.74684 0 1 -0.941014
0.531646 -1.6962 0 1 -0.934933
0.531646 -1.64557 0 1 -0.928247
0.531646 -1.59494 0 1 -0.920903
0.531646 -1.5443 0 1 -0.912841
0.531646 -1.49367 0 1 -0.903998
0.531646 -1.44304 0 1 -0.894308
0.531646 -1.39241 0 1 -0.883699
0.531646 -1.34177 0 1 -0.872097
0.531646 -1.29114 0 1 -0.859425
0.531646 -1.24051 0 1 -0.8456
0.531646 -1.18987 0 1 -0.83054
0.531646 -1.13924 0 1 -0.814158
0.531646 -1.08861 0 1 -0.796369
0.531646 -1.03797 0 1 -0.777087
0.531646 -0.987342 0 1 -0.756227
0.531646 -0.936709 0 1 -0.733706
0.531646 -0.886076 0 1 -0.70945
0.531646 -0.835443 0 1 -0.683388
0.531646 -0.78481 0 1 -0.655459
0.531646 -0.734177 0 1 -0.625614
0.531646 -0.683544 0 1 -0.593819
0.531646 -0.632911 0 1 -0.560054
0.531646 -0.582278 0 1 -0.52432
0.531646 -0.531646 0 1 -0.486638
0.531646 -0.481013 0 1 -0.447054
0.531646 -0.43038 0 1 -0.405639
0.531646 -0.379747 0 1 -0.362488
0.531646 -0.329114 0 1 -0.317724
0.531646 -0.278481 0 1 -0.271499
0.531646 -0.227848 0 1 -0.223985
0.531646 -0.177215 0 1 -0.175383
0.531646 -0.126582 0 1 -0.125911
0.531646 -0.0759494 0 1 -0.0758037
0.531646 -0.0253165 0 1 -0.025311
0.531646 0.0253165 0 1 0.025311
0.531646 0.0759494 0 1 0.0758037
0.531646 0.126582 0 1 0.125911
0.531646 0.177215 0 1 0.175383
0.531646 0.227848 0 1 0.223985
0.531646 0.278481 0 1 0.271499
0.531646 0.329114 0 1 0.317724
0.531646 0.379747 0 1 0.362488
0.531646 0.43038 0 1 0.405639
0.531646 0.481013 0 1 0.447054
0.531646 0.531646 0 1 0.486638
0.531646 0.582278 0 1 0.52432
0.531646 0.632911 0 1 0.560054
0.531646 0.683544 0 1 0.593819
0.531646 0.734177 0 1 0.625614
0.531646 0.78481 0 1 0.655459
0.531646 0.835443 0 1 0.683388
0.531646 0.886076 0 1 0.70945
0.531646 0.936709 0 1 0.733706
0.531646 0.987342 0 1 0.756227
0.531646 1.03797 0 1 0.777087
0.531646 1.08861 0 1 0.796369
0.531646 1.13924 0 1 0.814158
0.531646 1.18987 0 1 0.83054
0.531646 1.24051 0 1 0.8456
0.531646 1.29114 0 1 0.859425
0.531646 1.34177 0 1 0.872097
0.531646 1.39241 0 1 0.883699
0.531646 1.44304 0 1 0.894308
0.531646 1.49367 0 1 0.903998
0.531646 1.5443 0 1 0.912841
0.531646 1.59494 0 1 0.920903
0.531646 1.64557 0 1 0.928247
0.531646 1.6962 0 1 0.934933
0.531646 1.74684 0 1 0.941014
0.531646 1.79747 0 1 0.946543
0.531646 1.8481 0 1 0.951567
0.531646 1.89873 0 1 0.956129
0.531646 1.94937 0 1 0.96027
0.531646 2 0 1 0.964028
0.582278 -2 0 1 -0.964028
0.582278 -1.94937 0 1 -0.96027
0.582278 -1.89873 0 1 -0.956129
0.582278 -1.8481 0 1 -0.951567
0.582278 -1.79747 0 1 -0.946543
0.582278 -1.74684 0 1 -0.941014
0.582278 -1.6962 0 1 -0.934933
0.582278 -1.64557 0 1 -0.928247
0.582278 -1.59494 0 1 -0.920903
0.582278 -1.5443 0 1 -0.912841
0.582278 -1.49367 0 1 -0.903998
0.582278 -1.44304 0 1 -0.894308
0.582278 -1.39241 0 1 -0.883699
0.582278 -1.34177 0 1 -0.872097
0.582278 -1.29114 0 1 -0.859425
0.582278 -1.24051 0 1 -0.8456
0.582278 -1.18987 0 1 -0.83054
0.582278 -1.13924 0 1 -0.814158
0.582278 -1.08861 0 1 -0.796369
0.582278 -1.03797 0 1 -0.777087
0.582278 -0.987342 0 1 -0.756227
0.582278 -0.936709 0 1 -0.733706
0.582278 -0.886076 0 1 -0.70945
0.582278 -0.835443 0 1 -0.683388
0.582278 -0.78481 0 1 -0.655459
0.582278 -0.734177 0 1 -0.625614
0.582278 -0.683544 0 1 -0.593819
0.582278 -0.632911 0 1 -0.560054
0.582278 -0.582278 0 1 -0.52432
0.582278 -0.531646 0 1 -0.486638
0.582278 -0.481013 0 1 -0.447054
0.582278 -0.43038 0 1 -0.405639
0.582278 -0.379747 0 1 -0.362488
0.582278 -0.329114 0 1 -0.317724
0.582278 -0.278481 0 1 -0.271499
0.582278 -0.227848 0 1 -0.223985
0.582278 -0.177215 0 1 -0.175383
0.582278 -0.126582 0 1 -0.125911
0.582278 -0.0759494 0 1 -0.0758037
0.582278 -0.0253165 0 1 -0.025311
0.582278 0.0253165 0 1 0.025311
0.582278 0.0759494 0 1 0.0758037
0.582278 0.126582 0 1 0.125911
0.582278 0.177215 0 1 0.175383
0.582278 0.227848 0 1 0.223985
0.582278 0.278481 0 1 0.271499
0.582278 0.329114 0 1 0.317724
0.582278 0.379747 0 1 0.362488
0.582278 0.43038 0 1 0.405639
0.582278 0.481013 0 1 0.447054
0.582278 0.531646 0 1 0.486638
0.582278 0.582278 0 1 0.52432
0.582278 0.632911 0 1 0.560054
0.582278 0.683544 0 1 0.593819
0.582278 0.734177 0 1 0.625614
0.582278 0.78481 0 1 0.655459
0.582278 0.835443 0 1 0.683388
0.582278 0.886076 0 1 0.70945
0.582278 0.936709 0 1 0.733706
0.582278 0.987342 0 1 0.756227
0.582278 1.03797 0 1 0.777087
0.582278 1.08861 0 1 0.796369
0.582278 1.13924 0 1 0.814158
0.582278 1.18987 0 1 0.83054
0.582278 1.24051 0 1 0.8456
0.582278 1.29114 0 1 0.859425
0.582278 1.34177 0 1 0.872097
0.582278 1.39241 0 1 0.883699
0.582278 1.44304 0 1 0.894308
0.582278 1.49367 0 1 0.903998
0.582278 1.5443 0 1 0.912841
0.582278 1.59494 0 1 0.920903
0.582278 1.64557 0 1 0.928247
0.582278 1.6962 0 1 0.934933
0.582278 1.74684 0 1 0.941014
0.582278 1.79747 0 1 0.946543
0.582278 1.8481 0 1 0.951567
0.582278 1.89873 0 1 0.956129
0.582278 1.94937 0 1 0.96027
0.582278 2 0 1 0.964028
0.632911 -2 0 1 -0.964028
0.632911 -1.94937 0 1 -0.96027
0.632911 -1.89873 0 1 -0.956129
0.632911 -1.8481 0 1 -0.951567
0.632911 -1.79747 0 1 -0.946543
0.632911 -1.74684 0 1 -0.941014
0.632911 -1.6962 0 1 -0.934933
0.632911 -1.64557 0 1 -0.928247
0.632911 -1.59494 0 1 -0.920903
0.632911 -1.5443 0 1 -0.912841
0.632911 -1.49367 0 1 -0.903998
0.632911 -1.44304 0 1 -0.894308
0.632911 -1.39241 0 1 -0.883699
0.632911 -1.34177 0 1 -0.872097
0.632911 -1.29114 0 1 -0.859425
0.632911 -1.24051 0 1 -0.8456
0.632911 -1.18987 0 1 -0.83054
0.632911 -1.13924 0 1 -0.814158
0.632911 -1.08861 0 1 -0.796369
0.632911 -1.03797 0 1 -0.777087
0.632911 -0.987342 0 1 -0.756227
0.632911 -0.936709 0 1 -0.733706
0.632911 -0.886076 0 1 -0.70945
0.632911 -0.835443 0 1 -0.683388
0.632911 -0.78481 0 1 -0.655459
0.632911 -0.734177 0 1 -0.625614
0.632911 -0.683544 0 1 -0.593819
0.632911 -0.632911 0 1 -0.560054
0.632911 -0.582278 0 1 -0.52432
0.632911 -0.531646 0 1 -0.486638
0.632911 -0.481013 0 1 -0.447054
0.632911 -0.43038 0 1 -0.405639
0.632911 -0.379747 0 1 -0.362488
0.632911 -0.329114 0 1 -0.317724
0.632911 -0.278481 0 1 -0.271499
0.632911 -0.227848 0 1 -0.223985
0.632911 -0.177215 0 1 -0.175383
0.632911 -0.126582 0 1 -0.125911
0.632911 -0.0759494 0 1 -0.0758037
0.632911 -0.0253165 0 1 -0.025311
0.632911 0.0253165 0 1 0.025311
0.632911 0.0759494 0 1 0.0758037
0.632911 0.126582 0 1 0.125911
0.632911 0.177215 0 1 0.175383
0.632911 0.227848 0 1 0.223985
0.632911 0.278481 0 1 0.271499
0.632911 0.329114 0 1 0.317724
0.632911 0.379747 0 1 0.362488
0.632911 0.43038 0 1 0.405639
0.632911 0.481013 0 1 0.447054
0.632911 0.531646 0 1 0.486638
0.632911 0.582278 0 1 0.52432
0.632911 0.632911 0 1 0.560054
0.632911 0.683544 0 1 0.593819
0.632911 0.734177 0 1 0.625614
0.632911 0.78481 0 1 0.655459
0.632911 0.835443 0 1 0.683388
0.632911 0.886076 0 1 0.70945
0.632911 0.936709 0 1 0.733706
0.632911 0.987342 0 1 0.756227
0.632911 1.03797 0 1 0.777087
0.632911 1.08861 0 1 0.796369
0.632911 1.13924 0 1 0.814158
0.632911 1.18987 0 1 0.83054
0.632911 1.24051 0 1 0.8456
0.632911 1.29114 0 1 0.859425
0.632911 1.34177 0 1 0.872097
0.632911 1.39241 0 1 0.883699
0.632911 1.44304 0 1 0.894308
0.632911 1.49367 0 1 0.903998
0.632911 1.5443 0 1 0.912841
0.632911 1.59494 0 1 0.920903
0.632911 1.64557 0 1 0.928247
0.632911 1.6962 0 1 0.934933
0.632911 1.74684 0 1 0.941014
0.632911 1.79747 0 1 0.946543
0.632911 1.8481 0 1 0.951567
0.632911 1.89873 0 1 0.956129
0.632911 1.94937 0 1 0.96027
0.632911 2 0 1 0.964028
0.683544 -2 0 1 -0.964028
0.683544 -1.94937 0 1 -0.96027
0.683544 -1.89873 0 1 -0.956129
0.683544 -1.8481 0 1 -0.951567
0.683544 -1.79747 0 1 -0.946543
0.683544 -1.74684 0 1 -0.941014
0.683544 -1.6962 0 1 -0.934933
0.683544 -1.64557 0 1 -0.928247
0.683544 -1.59494 0 1 -0.920903
0.683544 -1.5443 0 1 -0.912841
0.683544 -1.49367 0 1 -0.903998
0.683544 -1.44304 0 1 -0.894308
0.683544 -1.39241 0 1 -0.883699
0.683544 -1.34177 0 1 -0.872097
0.683544 -1.29114 0 1 -0.859425
0.683544 -1.24051 0 1 -0.8456
0.683544 -1.18987 0 1 -0.83054
0.683544 -1.13924 0 1 -0.814158
0.683544 -1.08861 0 1 -0.796369
0.683544 -1.03797 0 1 -0.777087
0.683544 -0.987342 0 1 -0.756227
0.683544 -0.936709 0 1 -0.733706
0.683544 -0.886076 0 1 -0.70945
0.683544 -0.835443 0 1 -0.683388
0.683544 -0.78481 0 1 -0.655459
0.683544 -0.734177 0 1 -0.625614
0.683544 -0.683544 0 1 -0.593819
0.683544 -0.632911 0 1 -0.560054
0.683544 -0.582278 0 1 -0.52432
0.683544 -0.531646 0 1 -0.486638
0.683544 -0.481013 0 1 -0.447054
0.683544 -0.43038 0 1 -0.405639
0.683544 -0.379747 0 1 -0.362488
0.683544 -0.329114 0 1 -0.317724
0.683544 -0.278481 0 1 -0.271499
0.683544 -0.227848 0 1 -0.223985
0.683544 -0.177215 0 1 -0.175383
0.683544 -0.126582 0 1 -0.125911
0.683544 -0.0759494 0 1 -0.0758037
0.683544 -0.0253165 0 1 -0.025311
0.683544 0.0253165 0 1 0.025311
0.683544 0.0759494 0 1 0.0758037
0.683544 0.126582 0 1 0.125911
0.683544 0.177215 0 1 0.175383
0.683544 0.227848 0 1 0.223985
0.683544 0.278481 0 1 0.271499
0.683544 0.329114 0 1 0.317724
0.683544 0.379747 0 1 0.362488
0.683544 0.43038 0 1 0.405639
0.683544 0.481013 0 1 0.447054
0.683544 0.531646 0 1 0.486638
0.683544 0.582278 0 1 0.52432
0.683544 0.632911 0 1 0.560054
0.683544 0.683544 0 1 0.593819
0.683544 0.734177 0 1 0.625614
0.683544 0.78481 0 1 0.655459
0.683544 0.835443 0 1 0.683388
0.683544 0.886076 0 1 0.70945
0.683544 0.936709 0 1 0.733706
0.683544 0.987342 0 1 0.756227
0.683544 1.03797 0 1 0.777087
0.683544 1.08861 0 1 0.796369
0.683544 1.13924 0 1 0.814158
0.683544 1.18987 0 1 0.83054
0.683544 1.24051 0 1 0.8456
0.683544 1.29114 0 1 0.859425
0.683544 1.34177 0 1 0.872097
0.683544 1.39241 0 1 0.883699
0.683544 1.44304 0 1 0.894308
0.683544 1.49367 0 1 0.903998
0.683544 1.5443 0 1 0.912841
0.683544 1.59494 0 1 0.920903
0.683544 1.64557 0 1 0.928247
0.683544 1.6962 0 1 0.934933
0.683544 1.74684 0 1 0.941014
0.683544 1.79747 0 1 0.946543
0.683544 1.8481 0 1 0.951567
0.683544 1.89873 0 1 0.956129
0.683544 1.94937 0 1 0.96027
0.683544 2 0 1 0.964028
0.734177 -2 0 1 -0.964028
0.734177 -1.94937 0 1 -0.96027
0.734177 -1.89873 0 1 -0.956129
0.734177 -1.8481 0 1 -0.951567
0.734177 -1.79747 0 1 -0.946543
0.734177 -1.74684 0 1 -0.941014
0.734177 -1.6962 0 1 -0.934933
0.734177 -1.64557 0 1 -0.928247
0.734177 -1.59494 0 1 -0.920903
0.734177 -1.5443 0 1 -0.912841
0.734177 -1.49367 0 1 -0.903998
0.734177 -1.44304 0 1 -0.894308
0.734177 -1.39241 0 1 -0.883699
0.734177 -1.34177 0 1 -0.872097
0.734177 -1.29114 0 1 -0.859425
0.734177 -1.24051 0 1 -0.8456
0.734177 -1.18987 0 1 -0.83054
0.734177 -1.13924 0 1 -0.814158
0.734177 -1.08861 0 1 -0.796369
0.734177 -1.03797 0 1 -0.777087
0.734177 -0.987342 0 1 -0.756227
0.734177 -0.936709 0 1 -0.733706
0.734177 -0.886076 0 1 -0.70945
0.734177 -0.835443 0 1 -0.683388
0.734177 -0.78481 0 1 -0.655459
0.734177 -0.734177 0 1 -0.625614
0.734177 -0.683544 0 1 -0.593819
0.734177 -0.632911 0 1 -0.560054
0.734177 -0.582278 0 1 -0.52432
0.734177 -0.531646 0 1 -0.486638
0.734177 -0.481013 0 1 -0.447054
0.734177 -0.43038 0 1 -0.405639
0.734177 -0.379747 0 1 -0.362488
0.734177 -0.329114 0 1 -0.317724
0.734177 -0.278481 0 1 -0.271499
0.734177 -0.227848 0 1 -0.223985
0.734177 -0.177215 0 1 -0.175383
0.734177 -0.126582 0 1 -0.125911
0.734177 -0.0759494 0 1 -0.0758037
0.734177 -0.0253165 0 1 -0.025311
0.734177 0.0253165 0 1 0.025311
0.734177 0.0759494 0 1 0.0758037
0.734177 0.126582 0 1 0.125911
0.734177 0.177215 0 1 0.175383
0.734177 0.227848 0 1 0.223985
0.734177 0.278481 0 1 0.271499
0.734177 0.329114 0 1 0.317724
0.734177 0.379747 0 1 0.362488
0.734177 0.43038 0 1 0.405639
0.734177 0.481013 0 1 0.447054
0.734177 0.531646 0 1 0.486638
0.734177 0.582278 0 1 0.52432
0.734177 0.632911 0 1 0.560054
0.734177 0.683544 0 1 0.593819
0.734177 0.734177 0 1 0.625614
0.734177 0.78481 0 1 0.655459
0.734177 0.835443 0 1 0.683388
0.734177 0.886076 0 1 0.70945
0.734177 0.936709 0 1 0.733706
0.734177 0.987342 0 1 0.756227
0.734177 1.03797 0 1 0.777087
0.734177 1.08861 0 1 0.796369
0.734177 1.13924 0 1 0.814158
0.734177 1.18987 0 1 0.83054
0.734177 1.24051 0 1 0.8456
0.734177 1.29114 0 1 0.859425
0.734177 1.34177 0 1 0.872097
0.734177 1.39241 0 1 0.883699
0.734177 1.44304 0 1 0.894308
0.734177 1.49367 0 1 0.903998
0.734177 1.5443 0 1 0.912841
0.734177 1.59494 0 1 0.920903
0.734177 1.64557 0 1 0.928247
0.734177 1.6962 0 1 0.934933
0.734177 1.74684 0 1 0.941014
0.734177 1.79747 0 1 0.946543
0.734177 1.8481 0 1 0.951567
0.734177 1.89873 0 1 0.956129
0.734177 1.94937 0 1 0.96027
0.734177 2 0 1 0.964028
0.78481 -2 0 1 -0.964028
0.78481 -1.94937 0 1 -0.96027
0.78481 -1.89873 0 1 -0.956129
0.78481 -1.8481 0 1 -0.951567
0.78481 -1.79747 0 1 -0.946543
0.78481 -1.74684 0 1 -0.941014
0.78481 -1.6962 0 1 -0.934933
0.78481 -1.64557 0 1 -0.928247
0.78481 -1.59494 0 1 -0.920903
0.78481 -1.5443 0 1 -0.912841
0.78481 -1.49367 0 1 -0.903998
0.78481 -1.44304 0 1 -0.894308
0.78481 -1.39241 0 1 -0.883699
0.78481 -1.34177 0 1 -0.872097
0.78481 -1.29114 0 1 -0.859425
0.78481 -1.24051 0 1 -0.8456
0.78481 -1.18987 0 1 -0.83054
0.78481 -1.13924 0 1 -0.814158
0.78481 -1.08861 0 1 -0.796369
0.78481 -1.03797 0 1 -0.777087
0.78481 -0.987342 0 1 -0.756227
0.78481 -0.936709 0 1 -0.733706
0.78481 -0.886076 0 1 -0.70945
0.78481 -0.835443 0 1 -0.683388
0.78481 -0.78481 0 1 -0.655459
0.78481 -0.734177 0 1 -0.625614
0.78481 -0.683544 0 1 -0.593819
0.78481 -0.632911 0 1 -0.560054
0.78481 -0.582278 0 1 -0.52432
0.78481 -0.531646 0 1 -0.486638
0.78481 -0.481013 0 1 -0.447054
0.78481 -0.43038 0 1 -0.405639
0.78481 -0.379747 0 1 -0.362488
0.78481 -0.329114 0 1 -0.317724
0.78481 -0.278481 0 1 -0.271499
0.78481 -0.227848 0 1 -0.223985
0.78481 -0.177215 0 1 -0.175383
0.78481 -0.126582 0 1 -0.125911
0.78481 -0.0759494 0 1 -0.0758037
0.78481 -0.0253165 0 1 -0.025311
0.78481 0.0253165 0 1 0.025311
0.78481 0.0759494 0 1 0.0758037
0.78481 0.126582 0 1 0.125911
0.78481 0.177215 0 1 0.175383
0.78481 0.227848 0 1 0.223985
0.78481 0.278481 0 1 0.271499
0.78481 0.329114 0 1 0.317724
0.78481 0.379747 0 1 0.362488
0.78481 0.43038 0 1 0.405639
0.78481 0.481013 0 1 0.447054
0.78481 0.531646 0 1 0.486638
0.78481 0.582278 0 1 0.52432
0.78481 0.632911 0 1 0.560054
0.78481 0.683544 0 1 0.593819
0.78481 0.734177 0 1 0.625614
0.78481 0.78481 0 1 0.655459
0.78481 0.835443 0 1 0.683388
0.78481 0.886076 0 1 0.70945
0.78481 0.936709 0 1 0.733706
0.78481 0.987342 0 1 0.756227
0.78481 1.03797 0 1 0.777087
0.78481 1.08861 0 1 0.796369
0.78481 1.13924 0 1 0.814158
0.78481 1.18987 0 1 0.83054
0.78481 1.24051 0 1 0.8456
0.78481 1.29114 0 1 0.859425
0.78481 1.34177 0 1 0.872097
0.78481 1.39241 0 1 0.883699
0.78481 1.44304 0 1 0.894308
0.78481 1.49367 0 1 0.903998
0.78481 1.5443 0 1 0.912841
0.78481 1.59494 0 1 0.920903
0.78481 1.64557 0 1 0.928247
0.78481 1.6962 0 1 0.934933
0.78481 1.74684 0 1 0.941014
0.78481 1.79747 0 1 0.946543
0.78481 1.8481 0 1 0.951567
0.78481 1.89873 0 1 0.956129
0.78481 1.94937 0 1 0.96027
0.78481 2 0 1 0.964028
0.835443 -2 0 1 -0.964028
0.835443 -1.94937 0 1 -0.96027
0.835443 -1.89873 0 1 -0.956129
0.835443 -1.8481 0 1 -0.951567
0.835443 -1.79747 0 1 -0.946543
0.835443 -1.74684 0 1 -0.941014
0.835443 -1.6962 0 1 -0.934933
0.835443 -1.64557 0 1 -0.928247
0.835443 -1.59494 0 1 -0.920903
0.835443 -1.5443 0 1 -0.912841
0.835443 -1.49367 0 1 -0.903998
0.835443 -1.44304 0 1 -0.894308
0.835443 -1.39241 0 1 -0.883699
0.835443 -1.34177 0 1 -0.872097
0.835443 -1.29114 0 1 -0.859425
0.835443 -1.24051 0 1 -0.8456
0.835443 -1.18987 0 1 -0.83054
0.835443 -1.13924 0 1 -0.814158
0.835443 -1.08861 0 1 -0.796369
0.835443 -1.03797 0 1 -0.777087
0.835443 -0.987342 0 1 -0.756227
0.835443 -0.936709 0 1 -0.733706
0.835443 -0.886076 0 1 -0.70945
0.835443 -0.835443 0 1 -0.683388
0.835443 -0.78481 0 1 -0.655459
0.835443 -0.734177 0 1 -0.625614
0.835443 -0.683544 0 1 -0.593819
0.835443 -0.632911 0 1 -0.560054
0.835443 -0.582278 0 1 -0.52432
0.835443 -0.531646 0 1 -0.486638
0.835443 -0.481013 0 1 -0.447054
0.835443 -0.43038 0 1 -0.405639
0.835443 -0.379747 0 1 -0.362488
0.835443 -0.329114 0 1 -0.317724
0.835443 -0.278481 0 1 -0.271499
0.835443 -0.227848 0 1 -0.223985
0.835443 -0.177215 0 1 -0.175383
0.835443 -0.126582 0 1 -0.125911
0.835443 -0.0759494 0 1 -0.0758037
0.835443 -0.0253165 0 1 -0.025311
0.835443 0.0253165 0 1 0.025311
